agent_id,agent_age,agent_tenure,agent_status,agent_active_portfolio,agent_inactive_portfolio,time_stamp
AG_02670325,30.0,1,active,51.0,50.0,2017-01-31
AG_05664833,40.0,4,active,137.0,65.0,2017-01-31
AG_01611108,30.0,4,active,118.0,68.0,2017-01-31
AG_06642141,50.0,7,active,125.0,76.0,2017-01-31
AG_00045064,30.0,0,active,58.0,50.0,2017-01-31
AG_03214044,60.0,2,active,53.0,50.0,2017-01-31
AG_05138346,60.0,2,active,53.0,50.0,2017-01-31
AG_00530228,55.0,3,active,51.0,50.0,2017-01-31
AG_03925188,30.0,1,active,67.0,51.0,2017-01-31
AG_09686586,30.0,5,active,217.0,78.0,2017-01-31
AG_08875542,35.0,3,active,70.0,51.0,2017-01-31
AG_04111250,35.0,1,active,55.0,50.0,2017-01-31
AG_04694016,50.0,5,active,51.0,51.0,2017-01-31
AG_07548401,55.0,12,active,72.0,66.0,2017-01-31
AG_07601520,45.0,7,active,67.0,50.0,2017-01-31
AG_09781600,60.0,2,active,51.0,50.0,2017-01-31
AG_01988519,45.0,6,inactive,106.0,89.0,2017-01-31
AG_03225882,35.0,6,active,237.0,144.0,2017-01-31
AG_00808240,45.0,2,active,62.0,53.0,2017-01-31
AG_02238027,35.0,6,active,58.0,52.0,2017-01-31
AG_01335028,30.0,6,active,801.0,178.0,2017-01-31
AG_09116433,30.0,7,active,97.0,82.0,2017-01-31
AG_07924668,35.0,0,active,58.0,50.0,2017-01-31
AG_05680204,35.0,0,active,70.0,51.0,2017-01-31
AG_03841446,55.0,2,active,52.0,52.0,2017-01-31
AG_06763229,30.0,4,active,92.0,54.0,2017-01-31
AG_01723875,25.0,0,active,70.0,50.0,2017-01-31
AG_08163460,35.0,2,active,76.0,51.0,2017-01-31
AG_07050140,45.0,7,active,63.0,53.0,2017-01-31
AG_09845724,40.0,5,active,63.0,50.0,2017-01-31
AG_02330723,45.0,11,active,369.0,355.0,2017-01-31
AG_00357807,55.0,8,active,68.0,56.0,2017-01-31
AG_05494904,50.0,2,active,53.0,50.0,2017-01-31
AG_08163380,35.0,6,active,78.0,58.0,2017-01-31
AG_06857498,25.0,1,active,130.0,55.0,2017-01-31
AG_00286233,30.0,4,active,183.0,88.0,2017-01-31
AG_02911105,35.0,0,active,69.0,50.0,2017-01-31
AG_06241728,45.0,11,active,61.0,52.0,2017-01-31
AG_02481905,35.0,3,active,82.0,57.0,2017-01-31
AG_06176329,30.0,2,active,62.0,54.0,2017-01-31
AG_03807331,30.0,3,active,170.0,64.0,2017-01-31
AG_06051980,45.0,19,active,60.0,71.0,2017-01-31
AG_05060820,35.0,5,active,184.0,60.0,2017-01-31
AG_04237181,35.0,1,active,53.0,50.0,2017-01-31
AG_07356136,40.0,0,active,60.0,50.0,2017-01-31
AG_09392694,30.0,2,active,101.0,65.0,2017-01-31
AG_01584419,35.0,6,active,111.0,85.0,2017-01-31
AG_09529780,25.0,1,active,88.0,53.0,2017-01-31
AG_09938120,45.0,2,active,328.0,73.0,2017-01-31
AG_02261010,30.0,0,active,51.0,50.0,2017-01-31
AG_04473327,40.0,5,active,172.0,141.0,2017-01-31
AG_00977658,50.0,29,active,2786.0,2050.0,2017-01-31
AG_06507130,45.0,3,active,58.0,51.0,2017-01-31
AG_04483935,50.0,2,active,59.0,51.0,2017-01-31
AG_02800094,35.0,4,active,78.0,62.0,2017-01-31
AG_02329660,30.0,1,active,113.0,55.0,2017-01-31
AG_03510559,25.0,0,active,107.0,51.0,2017-01-31
AG_01674696,55.0,6,active,69.0,54.0,2017-01-31
AG_07878288,55.0,2,active,70.0,61.0,2017-01-31
AG_00239095,55.0,4,active,55.0,51.0,2017-01-31
AG_01920717,25.0,2,active,84.0,53.0,2017-01-31
AG_08087260,30.0,4,active,147.0,64.0,2017-01-31
AG_04341351,40.0,3,active,122.0,58.0,2017-01-31
AG_08398091,50.0,15,active,58.0,57.0,2017-01-31
AG_08561614,55.0,1,active,52.0,50.0,2017-01-31
AG_08495073,40.0,14,active,113.0,77.0,2017-01-31
AG_00501918,40.0,5,active,111.0,90.0,2017-01-31
AG_03546652,60.0,11,active,51.0,50.0,2017-01-31
AG_08698294,40.0,14,active,1038.0,499.0,2017-01-31
AG_01290883,40.0,11,active,188.0,186.0,2017-01-31
AG_04331835,45.0,4,active,104.0,58.0,2017-01-31
AG_04671021,30.0,2,active,130.0,60.0,2017-01-31
AG_01896891,30.0,2,active,69.0,52.0,2017-01-31
AG_00986951,30.0,2,active,123.0,57.0,2017-01-31
AG_05599449,40.0,0,active,53.0,50.0,2017-01-31
AG_07273790,35.0,3,active,112.0,74.0,2017-01-31
AG_06380865,30.0,1,active,703.0,107.0,2017-01-31
AG_06985117,25.0,1,active,75.0,56.0,2017-01-31
AG_06886628,25.0,2,active,98.0,63.0,2017-01-31
AG_05346102,40.0,5,active,73.0,79.0,2017-01-31
AG_06482596,40.0,7,active,85.0,73.0,2017-01-31
AG_02976039,60.0,7,active,85.0,90.0,2017-01-31
AG_02180620,50.0,8,active,91.0,70.0,2017-01-31
AG_03701080,35.0,2,active,52.0,50.0,2017-01-31
AG_09967545,30.0,1,active,171.0,62.0,2017-01-31
AG_00589236,35.0,1,active,77.0,62.0,2017-01-31
AG_02709798,45.0,17,active,129.0,120.0,2017-01-31
AG_07737711,50.0,0,active,51.0,50.0,2017-01-31
AG_05233388,25.0,1,active,111.0,52.0,2017-01-31
AG_07875017,50.0,9,active,141.0,59.0,2017-01-31
AG_01787785,45.0,0,active,55.0,50.0,2017-01-31
AG_01847656,50.0,6,active,57.0,50.0,2017-01-31
AG_08986107,55.0,4,active,63.0,52.0,2017-01-31
AG_05076873,35.0,1,active,165.0,62.0,2017-01-31
AG_01565540,25.0,0,active,53.0,50.0,2017-01-31
AG_00435145,40.0,5,active,156.0,75.0,2017-01-31
AG_08420929,35.0,4,active,62.0,51.0,2017-01-31
AG_05564084,45.0,1,active,59.0,50.0,2017-01-31
AG_07805687,-0.0,16,active,51.0,50.0,2017-01-31
AG_03956089,35.0,0,active,172.0,56.0,2017-01-31
AG_06381974,40.0,12,active,555.0,259.0,2017-01-31
AG_09615865,35.0,3,active,92.0,55.0,2017-01-31
AG_07579235,-0.0,0,active,55.0,50.0,2017-01-31
AG_07421799,40.0,7,active,267.0,171.0,2017-01-31
AG_04034573,35.0,6,active,96.0,53.0,2017-01-31
AG_09866729,40.0,5,active,120.0,78.0,2017-01-31
AG_09524755,30.0,2,active,62.0,52.0,2017-01-31
AG_06295453,50.0,3,active,62.0,50.0,2017-01-31
AG_02668173,25.0,2,active,109.0,72.0,2017-01-31
AG_04757939,55.0,0,active,53.0,50.0,2017-01-31
AG_01046710,40.0,5,active,68.0,52.0,2017-01-31
AG_00556815,40.0,2,active,82.0,54.0,2017-01-31
AG_02611310,30.0,0,active,64.0,50.0,2017-01-31
AG_06503631,30.0,0,active,123.0,50.0,2017-01-31
AG_02141060,35.0,2,active,290.0,79.0,2017-01-31
AG_04558631,35.0,5,active,84.0,54.0,2017-01-31
AG_01222261,25.0,0,active,53.0,50.0,2017-01-31
AG_06074665,55.0,1,active,51.0,50.0,2017-01-31
AG_08014894,30.0,0,active,58.0,50.0,2017-01-31
AG_01041122,30.0,2,active,81.0,63.0,2017-01-31
AG_03871307,25.0,0,active,95.0,51.0,2017-01-31
AG_08203947,40.0,5,active,82.0,56.0,2017-01-31
AG_00503293,55.0,19,active,68.0,55.0,2017-01-31
AG_05537449,30.0,3,active,128.0,81.0,2017-01-31
AG_08666897,40.0,2,active,51.0,50.0,2017-01-31
AG_01510504,-0.0,2,active,51.0,50.0,2017-01-31
AG_06207935,55.0,14,active,60.0,62.0,2017-01-31
AG_01910119,30.0,1,active,74.0,55.0,2017-01-31
AG_05983382,40.0,3,active,86.0,74.0,2017-01-31
AG_06637105,45.0,1,active,102.0,52.0,2017-01-31
AG_04956204,30.0,3,active,101.0,63.0,2017-01-31
AG_09871193,35.0,0,active,59.0,50.0,2017-01-31
AG_09863343,30.0,2,active,98.0,62.0,2017-01-31
AG_05447368,25.0,0,active,54.0,50.0,2017-01-31
AG_08939374,40.0,4,active,739.0,261.0,2017-01-31
AG_06270590,65.0,4,active,67.0,51.0,2017-01-31
AG_04408662,65.0,1,active,58.0,50.0,2017-01-31
AG_06575565,25.0,0,active,67.0,50.0,2017-01-31
AG_06375098,40.0,1,active,51.0,50.0,2017-01-31
AG_08460389,30.0,2,active,61.0,50.0,2017-01-31
AG_05960408,40.0,4,active,85.0,54.0,2017-01-31
AG_05506765,50.0,5,active,53.0,52.0,2017-01-31
AG_07300449,30.0,3,active,61.0,53.0,2017-01-31
AG_07036274,50.0,1,active,57.0,50.0,2017-01-31
AG_05518817,35.0,1,active,80.0,51.0,2017-01-31
AG_07537830,30.0,1,active,84.0,55.0,2017-01-31
AG_02333612,40.0,6,active,107.0,68.0,2017-01-31
AG_02027430,30.0,1,active,131.0,53.0,2017-01-31
AG_03483992,45.0,9,active,107.0,90.0,2017-01-31
AG_05204151,55.0,5,active,53.0,51.0,2017-01-31
AG_07451428,35.0,1,active,56.0,50.0,2017-01-31
AG_01146034,40.0,4,active,118.0,62.0,2017-01-31
AG_03077670,30.0,0,active,51.0,50.0,2017-01-31
AG_08596933,25.0,0,active,71.0,50.0,2017-01-31
AG_08574743,25.0,2,active,148.0,73.0,2017-01-31
AG_01837103,35.0,4,active,88.0,141.0,2017-01-31
AG_01802720,35.0,3,active,77.0,55.0,2017-01-31
AG_03925355,50.0,9,active,610.0,451.0,2017-01-31
AG_00834361,25.0,0,active,78.0,50.0,2017-01-31
AG_05805876,40.0,1,active,93.0,53.0,2017-01-31
AG_08330308,60.0,19,active,65.0,62.0,2017-01-31
AG_06114880,25.0,0,inactive,51.0,50.0,2017-01-31
AG_07447952,35.0,5,active,146.0,64.0,2017-01-31
AG_05103519,30.0,1,active,86.0,56.0,2017-01-31
AG_08884575,30.0,3,active,85.0,60.0,2017-01-31
AG_00965507,50.0,2,inactive,62.0,60.0,2017-01-31
AG_01158181,40.0,9,active,79.0,58.0,2017-01-31
AG_01478879,35.0,0,active,59.0,52.0,2017-01-31
AG_03021325,30.0,1,active,83.0,54.0,2017-01-31
AG_05650995,55.0,13,active,57.0,53.0,2017-01-31
AG_01281859,35.0,6,active,287.0,100.0,2017-01-31
AG_07356248,30.0,2,active,67.0,51.0,2017-01-31
AG_08844658,40.0,3,active,225.0,66.0,2017-01-31
AG_03090180,45.0,14,active,1359.0,424.0,2017-01-31
AG_05128174,30.0,2,active,78.0,53.0,2017-01-31
AG_07925175,35.0,3,active,58.0,52.0,2017-01-31
AG_07780372,35.0,2,active,163.0,62.0,2017-01-31
AG_07392153,25.0,1,active,86.0,51.0,2017-01-31
AG_05117729,30.0,1,active,111.0,54.0,2017-01-31
AG_05061517,35.0,4,active,117.0,81.0,2017-01-31
AG_01429100,55.0,6,active,64.0,50.0,2017-01-31
AG_04183391,45.0,8,active,60.0,51.0,2017-01-31
AG_03401685,40.0,7,active,77.0,55.0,2017-01-31
AG_00279986,30.0,0,active,68.0,50.0,2017-01-31
AG_03577737,50.0,11,active,59.0,66.0,2017-01-31
AG_07993256,25.0,0,active,70.0,53.0,2017-01-31
AG_04407804,40.0,3,active,79.0,59.0,2017-01-31
AG_00569823,30.0,2,active,61.0,51.0,2017-01-31
AG_09195492,55.0,0,active,51.0,50.0,2017-01-31
AG_04592349,40.0,4,active,60.0,51.0,2017-01-31
AG_05929766,25.0,1,active,240.0,67.0,2017-01-31
AG_07118781,50.0,0,active,55.0,50.0,2017-01-31
AG_02193951,30.0,2,active,96.0,54.0,2017-01-31
AG_02173046,25.0,0,active,54.0,51.0,2017-01-31
AG_07157080,30.0,1,active,173.0,60.0,2017-01-31
AG_02354872,30.0,1,active,118.0,59.0,2017-01-31
AG_06572038,25.0,0,active,113.0,59.0,2017-01-31
AG_07031150,50.0,0,active,55.0,50.0,2017-01-31
AG_00514691,45.0,10,active,59.0,133.0,2017-01-31
AG_01865452,35.0,7,active,113.0,92.0,2017-01-31
AG_02700628,30.0,0,active,52.0,50.0,2017-01-31
AG_03303669,40.0,1,active,60.0,50.0,2017-01-31
AG_00903116,30.0,2,active,104.0,53.0,2017-01-31
AG_05274119,35.0,1,active,814.0,75.0,2017-01-31
AG_04671046,25.0,1,active,108.0,58.0,2017-01-31
AG_09362862,30.0,2,inactive,87.0,58.0,2017-01-31
AG_08004988,40.0,9,active,94.0,57.0,2017-01-31
AG_08814595,50.0,10,active,114.0,68.0,2017-01-31
AG_02400990,35.0,8,active,482.0,139.0,2017-01-31
AG_01123195,50.0,1,active,51.0,50.0,2017-01-31
AG_01531076,75.0,0,active,51.0,50.0,2017-01-31
AG_03267370,30.0,2,active,56.0,52.0,2017-01-31
AG_04817123,30.0,2,active,100.0,74.0,2017-01-31
AG_03209316,40.0,14,active,739.0,456.0,2017-01-31
AG_08081725,25.0,0,active,80.0,51.0,2017-01-31
AG_00077510,30.0,2,active,347.0,141.0,2017-01-31
AG_06257508,35.0,5,active,65.0,50.0,2017-01-31
AG_08093165,50.0,0,active,82.0,50.0,2017-01-31
AG_07548207,25.0,1,active,73.0,59.0,2017-01-31
AG_09162128,30.0,3,active,150.0,83.0,2017-01-31
AG_08489876,25.0,0,active,70.0,50.0,2017-01-31
AG_05142535,30.0,2,active,88.0,51.0,2017-01-31
AG_06522844,35.0,0,active,53.0,50.0,2017-01-31
AG_08004871,30.0,1,active,55.0,54.0,2017-01-31
AG_03703630,60.0,12,active,104.0,81.0,2017-01-31
AG_04950456,45.0,11,active,83.0,103.0,2017-01-31
AG_01602539,50.0,13,active,79.0,66.0,2017-01-31
AG_05128500,50.0,1,active,56.0,51.0,2017-01-31
AG_00081991,35.0,4,active,89.0,60.0,2017-01-31
AG_02163539,35.0,8,active,89.0,52.0,2017-01-31
AG_08556395,55.0,7,active,61.0,55.0,2017-01-31
AG_09842521,30.0,1,active,143.0,52.0,2017-01-31
AG_09613486,30.0,0,active,56.0,50.0,2017-01-31
AG_07859543,50.0,10,active,90.0,63.0,2017-01-31
AG_09560639,25.0,3,active,124.0,78.0,2017-01-31
AG_02700469,30.0,0,active,73.0,50.0,2017-01-31
AG_00687991,30.0,2,active,72.0,50.0,2017-01-31
AG_08146248,25.0,0,active,73.0,51.0,2017-01-31
AG_04277372,35.0,1,active,110.0,50.0,2017-01-31
AG_00822777,30.0,2,active,174.0,95.0,2017-01-31
AG_04292414,45.0,12,active,145.0,84.0,2017-01-31
AG_02373266,35.0,0,active,51.0,50.0,2017-01-31
AG_01582368,35.0,3,active,107.0,54.0,2017-01-31
AG_04692564,55.0,6,active,54.0,51.0,2017-01-31
AG_00826251,40.0,3,active,149.0,56.0,2017-01-31
AG_03115089,30.0,3,active,355.0,89.0,2017-01-31
AG_08110228,25.0,2,active,107.0,55.0,2017-01-31
AG_04492986,30.0,7,active,420.0,155.0,2017-01-31
AG_02389224,35.0,1,active,69.0,51.0,2017-01-31
AG_07524352,30.0,4,active,144.0,83.0,2017-01-31
AG_04877914,40.0,7,active,56.0,72.0,2017-01-31
AG_07099916,45.0,3,active,84.0,50.0,2017-01-31
AG_06887953,35.0,2,active,75.0,59.0,2017-01-31
AG_04319393,30.0,2,inactive,78.0,65.0,2017-01-31
AG_04831986,40.0,3,active,69.0,51.0,2017-01-31
AG_03844136,35.0,0,active,94.0,52.0,2017-01-31
AG_05661583,40.0,17,active,1214.0,567.0,2017-01-31
AG_00778472,35.0,2,active,66.0,50.0,2017-01-31
AG_01161916,50.0,9,active,164.0,56.0,2017-01-31
AG_09165215,40.0,5,active,62.0,50.0,2017-01-31
AG_09498213,40.0,6,active,123.0,57.0,2017-01-31
AG_05807329,25.0,2,active,329.0,72.0,2017-01-31
AG_07762489,40.0,1,active,54.0,52.0,2017-01-31
AG_08877309,50.0,9,active,97.0,65.0,2017-01-31
AG_09785633,35.0,1,active,52.0,50.0,2017-01-31
AG_03486301,55.0,2,active,96.0,52.0,2017-01-31
AG_06519334,40.0,2,active,373.0,102.0,2017-01-31
AG_05950514,30.0,2,active,81.0,54.0,2017-01-31
AG_09128752,30.0,0,active,61.0,50.0,2017-01-31
AG_07218081,40.0,0,active,52.0,50.0,2017-01-31
AG_06318485,30.0,1,active,97.0,52.0,2017-01-31
AG_02027360,25.0,0,active,68.0,50.0,2017-01-31
AG_09902673,35.0,1,active,360.0,111.0,2017-01-31
AG_04180898,35.0,3,active,52.0,50.0,2017-01-31
AG_09384275,30.0,3,active,95.0,56.0,2017-01-31
AG_06113592,35.0,5,active,257.0,153.0,2017-01-31
AG_02115693,35.0,5,active,159.0,55.0,2017-01-31
AG_00228437,30.0,3,active,101.0,61.0,2017-01-31
AG_05394293,40.0,8,active,76.0,52.0,2017-01-31
AG_03988502,25.0,0,active,62.0,50.0,2017-01-31
AG_04513425,40.0,0,active,51.0,50.0,2017-01-31
AG_06744322,35.0,1,active,60.0,50.0,2017-01-31
AG_04054457,50.0,5,active,51.0,50.0,2017-01-31
AG_06055936,30.0,5,active,82.0,58.0,2017-01-31
AG_05049802,35.0,0,active,51.0,50.0,2017-01-31
AG_06803447,40.0,0,active,51.0,50.0,2017-01-31
AG_07940300,35.0,0,active,111.0,53.0,2017-01-31
AG_03280796,35.0,1,inactive,93.0,61.0,2017-01-31
AG_06243054,40.0,3,active,62.0,53.0,2017-01-31
AG_06761486,40.0,7,active,73.0,71.0,2017-01-31
AG_06134376,40.0,9,active,109.0,104.0,2017-01-31
AG_02108931,40.0,7,inactive,51.0,53.0,2017-01-31
AG_00137170,35.0,0,active,52.0,50.0,2017-01-31
AG_08527767,30.0,0,active,67.0,50.0,2017-01-31
AG_02317423,55.0,1,active,53.0,50.0,2017-01-31
AG_06442605,40.0,2,active,230.0,82.0,2017-01-31
AG_03489426,40.0,2,active,79.0,50.0,2017-01-31
AG_08441886,30.0,2,active,52.0,50.0,2017-01-31
AG_05666883,40.0,11,active,70.0,59.0,2017-01-31
AG_02336643,65.0,1,active,74.0,50.0,2017-01-31
AG_01456108,40.0,4,active,135.0,78.0,2017-01-31
AG_06157326,40.0,6,active,53.0,68.0,2017-01-31
AG_00971737,35.0,1,active,101.0,51.0,2017-01-31
AG_09998383,40.0,7,active,51.0,53.0,2017-01-31
AG_02521104,35.0,2,active,111.0,53.0,2017-01-31
AG_04479838,30.0,3,active,88.0,51.0,2017-01-31
AG_04386120,45.0,4,active,113.0,60.0,2017-01-31
AG_07316454,45.0,4,active,80.0,50.0,2017-01-31
AG_05890028,25.0,0,active,54.0,50.0,2017-01-31
AG_06307299,25.0,4,active,160.0,113.0,2017-01-31
AG_00560935,35.0,0,active,77.0,50.0,2017-01-31
AG_01434562,30.0,1,active,97.0,55.0,2017-01-31
AG_08639747,25.0,1,active,87.0,61.0,2017-01-31
AG_03276466,35.0,11,active,129.0,160.0,2017-01-31
AG_02861664,40.0,1,active,111.0,52.0,2017-01-31
AG_03345237,40.0,10,active,56.0,53.0,2017-01-31
AG_01155386,60.0,13,active,234.0,67.0,2017-01-31
AG_05340139,65.0,7,active,68.0,62.0,2017-01-31
AG_08833919,40.0,5,active,73.0,80.0,2017-01-31
AG_03030399,65.0,0,active,52.0,50.0,2017-01-31
AG_02314184,35.0,6,active,525.0,126.0,2017-01-31
AG_03792172,30.0,0,active,52.0,50.0,2017-01-31
AG_06501959,30.0,1,active,151.0,57.0,2017-01-31
AG_03510792,55.0,5,active,81.0,53.0,2017-01-31
AG_06021356,30.0,1,active,70.0,50.0,2017-01-31
AG_06802600,-0.0,13,active,142.0,74.0,2017-01-31
AG_05755607,35.0,1,active,136.0,57.0,2017-01-31
AG_07021320,30.0,4,active,71.0,53.0,2017-01-31
AG_04119384,35.0,0,active,62.0,50.0,2017-01-31
AG_09448609,55.0,10,active,61.0,58.0,2017-01-31
AG_05046720,35.0,2,active,90.0,61.0,2017-01-31
AG_06849493,35.0,0,active,75.0,50.0,2017-01-31
AG_00731599,40.0,11,active,84.0,58.0,2017-01-31
AG_00796919,-0.0,2,active,75.0,59.0,2017-01-31
AG_06224004,45.0,0,active,168.0,54.0,2017-01-31
AG_05394451,40.0,6,active,65.0,60.0,2017-01-31
AG_01927290,55.0,2,active,54.0,52.0,2017-01-31
AG_07684713,40.0,5,active,75.0,105.0,2017-01-31
AG_09198702,40.0,2,active,302.0,77.0,2017-01-31
AG_00047237,40.0,4,active,174.0,59.0,2017-01-31
AG_01393500,55.0,11,active,76.0,62.0,2017-01-31
AG_01119276,40.0,0,active,61.0,51.0,2017-01-31
AG_09987772,55.0,12,active,78.0,58.0,2017-01-31
AG_08317290,30.0,1,active,63.0,51.0,2017-01-31
AG_04583942,50.0,6,active,55.0,52.0,2017-01-31
AG_00196097,25.0,2,active,278.0,99.0,2017-01-31
AG_06545313,30.0,4,active,137.0,59.0,2017-01-31
AG_07768838,30.0,0,active,67.0,50.0,2017-01-31
AG_02254518,30.0,1,active,76.0,56.0,2017-01-31
AG_00223912,30.0,1,active,107.0,51.0,2017-01-31
AG_00863488,25.0,2,active,114.0,60.0,2017-01-31
AG_09722627,30.0,3,active,137.0,61.0,2017-01-31
AG_02974695,30.0,1,active,155.0,53.0,2017-01-31
AG_05358964,30.0,0,active,58.0,50.0,2017-01-31
AG_01410305,45.0,9,active,238.0,108.0,2017-01-31
AG_02767224,40.0,7,active,77.0,54.0,2017-01-31
AG_07729655,40.0,5,active,627.0,181.0,2017-01-31
AG_07659138,35.0,3,active,54.0,50.0,2017-01-31
AG_00137952,35.0,8,active,85.0,82.0,2017-01-31
AG_09952889,50.0,10,active,784.0,444.0,2017-01-31
AG_01918366,30.0,1,active,137.0,60.0,2017-01-31
AG_03224571,40.0,6,active,56.0,53.0,2017-01-31
AG_09629256,40.0,9,active,92.0,52.0,2017-01-31
AG_00052531,-0.0,11,active,270.0,216.0,2017-01-31
AG_03827575,25.0,1,active,78.0,50.0,2017-01-31
AG_01429864,30.0,0,active,52.0,50.0,2017-01-31
AG_07962757,35.0,0,active,57.0,50.0,2017-01-31
AG_00692068,30.0,0,active,68.0,50.0,2017-01-31
AG_07552943,30.0,2,active,94.0,54.0,2017-01-31
AG_04424657,25.0,2,active,193.0,68.0,2017-01-31
AG_08595900,40.0,1,inactive,58.0,63.0,2017-01-31
AG_01741193,35.0,1,active,58.0,51.0,2017-01-31
AG_08174432,60.0,9,active,51.0,50.0,2017-01-31
AG_09944363,35.0,7,active,75.0,53.0,2017-01-31
AG_03890952,30.0,0,active,53.0,50.0,2017-01-31
AG_03852112,55.0,12,active,55.0,53.0,2017-01-31
AG_08373951,40.0,4,active,122.0,66.0,2017-01-31
AG_04460023,35.0,5,active,53.0,51.0,2017-01-31
AG_04537668,45.0,11,active,461.0,209.0,2017-01-31
AG_06739943,35.0,10,active,87.0,59.0,2017-01-31
AG_03289058,40.0,2,inactive,57.0,54.0,2017-01-31
AG_05077587,40.0,4,active,139.0,63.0,2017-01-31
AG_03126823,35.0,3,active,107.0,57.0,2017-01-31
AG_00661618,35.0,0,active,91.0,55.0,2017-01-31
AG_05936057,35.0,4,active,221.0,71.0,2017-01-31
AG_01516988,55.0,1,active,241.0,67.0,2017-01-31
AG_07134307,45.0,2,active,174.0,61.0,2017-01-31
AG_04265679,40.0,2,active,229.0,75.0,2017-01-31
AG_01489641,40.0,1,active,52.0,50.0,2017-01-31
AG_00308277,35.0,3,active,70.0,55.0,2017-01-31
AG_01236609,40.0,5,active,62.0,56.0,2017-01-31
AG_07929487,45.0,6,active,51.0,50.0,2017-01-31
AG_01710879,35.0,1,active,115.0,55.0,2017-01-31
AG_09428411,45.0,1,active,51.0,50.0,2017-01-31
AG_02495632,50.0,10,active,109.0,72.0,2017-01-31
AG_08161030,40.0,10,active,115.0,127.0,2017-01-31
AG_09434065,35.0,6,active,66.0,90.0,2017-01-31
AG_06803736,50.0,29,active,1901.0,628.0,2017-01-31
AG_06883830,40.0,5,active,79.0,65.0,2017-01-31
AG_02734890,35.0,1,active,57.0,52.0,2017-01-31
AG_06131206,50.0,9,active,51.0,51.0,2017-01-31
AG_00866432,40.0,1,active,90.0,54.0,2017-01-31
AG_00075913,25.0,2,active,95.0,62.0,2017-01-31
AG_04104637,25.0,1,active,79.0,50.0,2017-01-31
AG_08125241,45.0,9,active,97.0,59.0,2017-01-31
AG_09405764,30.0,1,active,144.0,56.0,2017-01-31
AG_03467919,40.0,5,active,57.0,58.0,2017-01-31
AG_07406363,65.0,4,active,163.0,66.0,2017-01-31
AG_09348399,40.0,5,active,167.0,63.0,2017-01-31
AG_03586679,25.0,0,active,64.0,50.0,2017-01-31
AG_07386659,35.0,6,active,67.0,54.0,2017-01-31
AG_06454915,45.0,15,active,1289.0,563.0,2017-01-31
AG_08697837,45.0,0,active,61.0,50.0,2017-01-31
AG_03805927,25.0,1,active,57.0,50.0,2017-01-31
AG_09230258,25.0,0,inactive,52.0,50.0,2017-01-31
AG_05449580,40.0,5,active,103.0,90.0,2017-01-31
AG_09228126,55.0,0,active,52.0,50.0,2017-01-31
AG_05238017,45.0,11,active,81.0,127.0,2017-01-31
AG_04537006,30.0,0,active,129.0,51.0,2017-01-31
AG_00979026,35.0,0,active,85.0,53.0,2017-01-31
AG_04644968,30.0,7,active,409.0,245.0,2017-01-31
AG_01472740,40.0,2,active,106.0,65.0,2017-01-31
AG_09142042,35.0,10,active,141.0,121.0,2017-01-31
AG_05485784,35.0,6,active,101.0,60.0,2017-01-31
AG_02821857,55.0,10,active,137.0,89.0,2017-01-31
AG_03460707,40.0,5,active,88.0,58.0,2017-01-31
AG_08759772,35.0,10,active,100.0,69.0,2017-01-31
AG_09564783,45.0,1,active,74.0,50.0,2017-01-31
AG_06373867,-0.0,19,active,52.0,50.0,2017-01-31
AG_02353566,50.0,20,active,890.0,505.0,2017-01-31
AG_07908437,40.0,2,active,67.0,51.0,2017-01-31
AG_03582819,45.0,6,active,360.0,220.0,2017-01-31
AG_04342664,40.0,3,active,60.0,53.0,2017-01-31
AG_08341465,65.0,3,active,60.0,52.0,2017-01-31
AG_00744941,35.0,4,active,90.0,52.0,2017-01-31
AG_03412237,25.0,2,active,116.0,56.0,2017-01-31
AG_07770565,40.0,2,active,51.0,51.0,2017-01-31
AG_04227646,45.0,2,active,72.0,50.0,2017-01-31
AG_05606298,30.0,1,active,161.0,66.0,2017-01-31
AG_03535673,45.0,14,active,75.0,64.0,2017-01-31
AG_01272283,35.0,9,active,66.0,52.0,2017-01-31
AG_09896437,35.0,3,active,54.0,51.0,2017-01-31
AG_08449199,40.0,7,active,91.0,67.0,2017-01-31
AG_04385083,30.0,6,active,104.0,61.0,2017-01-31
AG_07147663,45.0,18,active,67.0,80.0,2017-01-31
AG_01555953,35.0,8,active,127.0,135.0,2017-01-31
AG_01405765,35.0,10,active,65.0,82.0,2017-01-31
AG_09429578,-0.0,9,active,217.0,119.0,2017-01-31
AG_06494999,30.0,0,active,51.0,50.0,2017-01-31
AG_00359910,35.0,0,active,175.0,55.0,2017-01-31
AG_05242847,30.0,3,active,72.0,63.0,2017-01-31
AG_07576199,35.0,3,active,54.0,50.0,2017-01-31
AG_04049701,25.0,0,active,85.0,50.0,2017-01-31
AG_08194545,45.0,8,active,82.0,55.0,2017-01-31
AG_01166747,30.0,1,active,52.0,50.0,2017-01-31
AG_03128081,35.0,3,active,136.0,68.0,2017-01-31
AG_05647215,55.0,9,active,62.0,63.0,2017-01-31
AG_07784318,55.0,10,active,215.0,113.0,2017-01-31
AG_03221834,55.0,11,active,64.0,63.0,2017-01-31
AG_02209088,45.0,0,active,51.0,50.0,2017-01-31
AG_09325665,40.0,6,active,52.0,51.0,2017-01-31
AG_05745763,45.0,3,active,66.0,53.0,2017-01-31
AG_03179594,50.0,5,active,57.0,50.0,2017-01-31
