agent_id,agent_age,agent_tenure,agent_status,agent_active_portfolio,agent_inactive_portfolio,time_stamp
AG_00360080,35.0,3,active,194.0,74.0,2017-01-31
AG_02375312,30.0,1,active,143.0,59.0,2017-01-31
AG_02392597,40.0,3,active,212.0,76.0,2017-01-31
AG_05115236,35.0,0,active,70.0,53.0,2017-01-31
AG_08086075,45.0,11,active,55.0,50.0,2017-01-31
AG_06131834,40.0,0,active,55.0,50.0,2017-01-31
AG_07731176,35.0,0,active,55.0,50.0,2017-01-31
AG_03203790,35.0,6,active,56.0,51.0,2017-01-31
AG_06006359,45.0,9,active,98.0,55.0,2017-01-31
AG_08327651,30.0,0,active,69.0,50.0,2017-01-31
AG_06229254,45.0,3,active,78.0,60.0,2017-01-31
AG_03602072,55.0,30,active,355.0,527.0,2017-01-31
AG_02003691,30.0,1,active,101.0,60.0,2017-01-31
AG_06435513,30.0,3,active,81.0,57.0,2017-01-31
AG_02891692,30.0,2,active,130.0,55.0,2017-01-31
AG_06972724,55.0,5,active,51.0,50.0,2017-01-31
AG_00912726,55.0,11,active,68.0,62.0,2017-01-31
AG_01252165,35.0,4,active,62.0,50.0,2017-01-31
AG_03901826,55.0,1,active,51.0,50.0,2017-01-31
AG_08481380,30.0,0,active,76.0,50.0,2017-01-31
AG_08002139,35.0,4,active,374.0,220.0,2017-01-31
AG_08483298,35.0,0,active,57.0,50.0,2017-01-31
AG_09371422,45.0,1,active,88.0,50.0,2017-01-31
AG_04734814,30.0,1,active,103.0,57.0,2017-01-31
AG_09276249,55.0,2,active,164.0,79.0,2017-01-31
AG_01262884,45.0,1,active,73.0,52.0,2017-01-31
AG_08067727,45.0,2,active,59.0,50.0,2017-01-31
AG_02003257,45.0,2,active,117.0,330.0,2017-01-31
AG_00006217,45.0,10,active,58.0,52.0,2017-01-31
AG_04084693,25.0,1,active,128.0,58.0,2017-01-31
AG_01105932,30.0,2,active,64.0,52.0,2017-01-31
AG_04176984,35.0,2,active,56.0,50.0,2017-01-31
AG_09192502,50.0,2,active,54.0,50.0,2017-01-31
AG_02931198,40.0,7,active,52.0,51.0,2017-01-31
AG_02775117,35.0,4,active,193.0,126.0,2017-01-31
AG_07690182,60.0,3,active,121.0,64.0,2017-01-31
AG_08740172,25.0,0,active,116.0,55.0,2017-01-31
AG_08899846,30.0,3,active,51.0,50.0,2017-01-31
AG_07456028,25.0,0,active,51.0,50.0,2017-01-31
AG_06143467,45.0,6,active,77.0,52.0,2017-01-31
AG_07732669,40.0,5,active,90.0,80.0,2017-01-31
AG_04306875,30.0,1,active,55.0,50.0,2017-01-31
AG_09896147,40.0,2,active,86.0,51.0,2017-01-31
AG_04391983,40.0,13,active,93.0,61.0,2017-01-31
AG_06792517,55.0,0,active,54.0,50.0,2017-01-31
AG_03069499,30.0,1,active,105.0,65.0,2017-01-31
AG_08813813,40.0,1,active,318.0,90.0,2017-01-31
AG_07057223,35.0,0,active,61.0,50.0,2017-01-31
AG_05556198,45.0,22,active,1719.0,963.0,2017-01-31
AG_00978123,60.0,0,active,115.0,50.0,2017-01-31
AG_07643680,30.0,2,active,158.0,79.0,2017-01-31
AG_03152955,25.0,1,active,96.0,56.0,2017-01-31
AG_04012721,25.0,1,active,72.0,51.0,2017-01-31
AG_01377453,-0.0,1,active,58.0,51.0,2017-01-31
AG_07372685,30.0,2,active,78.0,57.0,2017-01-31
AG_00287471,30.0,5,active,795.0,433.0,2017-01-31
AG_00031135,40.0,5,active,51.0,50.0,2017-01-31
AG_06117724,30.0,1,active,137.0,61.0,2017-01-31
AG_04131345,45.0,9,active,196.0,123.0,2017-01-31
AG_01743284,45.0,7,active,67.0,52.0,2017-01-31
AG_06847921,45.0,10,active,59.0,71.0,2017-01-31
AG_05654259,40.0,11,active,71.0,54.0,2017-01-31
AG_05485760,40.0,1,active,57.0,52.0,2017-01-31
AG_04665689,25.0,0,active,58.0,50.0,2017-01-31
AG_00313677,30.0,3,active,201.0,87.0,2017-01-31
AG_08078484,50.0,16,inactive,87.0,119.0,2017-01-31
AG_05994657,25.0,1,active,86.0,52.0,2017-01-31
AG_09352450,50.0,14,active,52.0,56.0,2017-01-31
AG_05030907,35.0,6,active,75.0,53.0,2017-01-31
AG_09521564,25.0,1,active,105.0,55.0,2017-01-31
AG_04002669,40.0,6,active,79.0,61.0,2017-01-31
AG_04786864,-0.0,16,active,51.0,55.0,2017-01-31
AG_01524422,35.0,3,active,224.0,77.0,2017-01-31
AG_06771295,30.0,4,active,402.0,117.0,2017-01-31
AG_06361732,40.0,8,active,54.0,51.0,2017-01-31
AG_00243455,40.0,0,active,52.0,51.0,2017-01-31
AG_07772817,25.0,1,active,98.0,62.0,2017-01-31
AG_00022168,35.0,3,active,151.0,62.0,2017-01-31
AG_06756894,35.0,4,active,311.0,84.0,2017-01-31
AG_02866478,25.0,1,active,318.0,60.0,2017-01-31
AG_08563609,30.0,0,active,56.0,50.0,2017-01-31
AG_07376579,35.0,2,active,51.0,50.0,2017-01-31
AG_00620148,35.0,2,active,52.0,50.0,2017-01-31
AG_06960830,35.0,7,active,71.0,56.0,2017-01-31
AG_00621580,45.0,9,active,587.0,222.0,2017-01-31
AG_04475862,45.0,0,active,52.0,50.0,2017-01-31
AG_06107130,60.0,7,active,72.0,55.0,2017-01-31
AG_06074441,45.0,1,active,51.0,50.0,2017-01-31
AG_03513453,25.0,1,active,92.0,54.0,2017-01-31
AG_04716002,55.0,11,active,65.0,53.0,2017-01-31
AG_03964744,35.0,3,active,51.0,52.0,2017-01-31
AG_09317004,40.0,4,active,232.0,62.0,2017-01-31
AG_03827761,25.0,2,active,72.0,59.0,2017-01-31
AG_09630055,35.0,1,active,125.0,53.0,2017-01-31
AG_03047050,60.0,6,active,173.0,68.0,2017-01-31
AG_02171143,35.0,5,active,69.0,52.0,2017-01-31
AG_00523751,50.0,2,active,99.0,58.0,2017-01-31
AG_02453597,50.0,10,active,66.0,54.0,2017-01-31
AG_00075028,45.0,5,active,75.0,55.0,2017-01-31
AG_07803155,30.0,2,active,123.0,53.0,2017-01-31
AG_06402621,25.0,1,active,85.0,51.0,2017-01-31
AG_00871373,30.0,4,active,120.0,60.0,2017-01-31
AG_06142198,35.0,4,active,228.0,58.0,2017-01-31
AG_07344197,50.0,3,active,51.0,50.0,2017-01-31
AG_05269071,40.0,1,active,94.0,115.0,2017-01-31
AG_03692164,40.0,5,active,252.0,82.0,2017-01-31
AG_09064233,30.0,4,active,177.0,74.0,2017-01-31
AG_06406639,35.0,2,active,51.0,50.0,2017-01-31
AG_02915471,35.0,8,active,74.0,52.0,2017-01-31
AG_09133234,25.0,1,active,121.0,52.0,2017-01-31
AG_04330543,50.0,5,active,442.0,198.0,2017-01-31
AG_08965696,30.0,1,active,66.0,51.0,2017-01-31
AG_05349363,50.0,0,active,51.0,50.0,2017-01-31
AG_02344852,45.0,10,active,57.0,51.0,2017-01-31
AG_06595869,35.0,6,active,80.0,52.0,2017-01-31
AG_02917402,45.0,0,active,62.0,50.0,2017-01-31
AG_05364858,40.0,4,active,113.0,94.0,2017-01-31
AG_05420275,35.0,3,inactive,57.0,86.0,2017-01-31
AG_05125272,30.0,1,active,69.0,51.0,2017-01-31
AG_03271923,40.0,0,active,54.0,50.0,2017-01-31
AG_07270987,40.0,8,active,53.0,51.0,2017-01-31
AG_04598275,30.0,2,active,54.0,52.0,2017-01-31
AG_09974279,30.0,3,active,405.0,166.0,2017-01-31
AG_02880094,40.0,7,active,69.0,109.0,2017-01-31
AG_07485273,50.0,0,active,52.0,50.0,2017-01-31
AG_06393349,50.0,12,active,279.0,130.0,2017-01-31
AG_04451425,30.0,3,active,94.0,66.0,2017-01-31
AG_01119039,50.0,13,active,51.0,51.0,2017-01-31
AG_04278094,30.0,2,active,51.0,50.0,2017-01-31
AG_04228713,30.0,3,active,81.0,57.0,2017-01-31
AG_03607516,25.0,3,active,117.0,64.0,2017-01-31
AG_04932619,35.0,0,active,64.0,50.0,2017-01-31
AG_04265372,45.0,5,active,56.0,50.0,2017-01-31
AG_01358479,40.0,5,active,63.0,66.0,2017-01-31
AG_01706404,30.0,2,active,141.0,79.0,2017-01-31
AG_03606957,25.0,1,active,77.0,51.0,2017-01-31
AG_03351896,25.0,1,active,90.0,53.0,2017-01-31
AG_01536142,35.0,0,active,56.0,51.0,2017-01-31
AG_00360054,50.0,1,active,51.0,50.0,2017-01-31
AG_00680861,25.0,0,active,76.0,52.0,2017-01-31
AG_02096670,30.0,0,active,54.0,50.0,2017-01-31
AG_08646860,60.0,13,active,243.0,126.0,2017-01-31
AG_08052785,30.0,6,active,69.0,64.0,2017-01-31
AG_01092756,40.0,5,active,71.0,53.0,2017-01-31
AG_09838152,35.0,8,active,383.0,131.0,2017-01-31
AG_02176962,45.0,11,active,62.0,64.0,2017-01-31
AG_04559961,40.0,6,active,206.0,161.0,2017-01-31
AG_09795803,30.0,3,active,222.0,85.0,2017-01-31
AG_07717794,40.0,4,active,216.0,81.0,2017-01-31
AG_02795519,50.0,24,active,929.0,439.0,2017-01-31
AG_00898531,35.0,5,active,161.0,59.0,2017-01-31
AG_08187296,55.0,4,active,86.0,62.0,2017-01-31
AG_09678029,55.0,2,active,54.0,53.0,2017-01-31
AG_03464009,40.0,7,active,67.0,54.0,2017-01-31
AG_05987728,35.0,2,active,69.0,50.0,2017-01-31
AG_05621757,40.0,6,active,597.0,275.0,2017-01-31
AG_06310981,50.0,6,active,53.0,51.0,2017-01-31
AG_07267639,40.0,1,active,55.0,50.0,2017-01-31
AG_06114106,45.0,3,active,59.0,50.0,2017-01-31
AG_03212242,45.0,6,active,68.0,50.0,2017-01-31
AG_09804601,30.0,3,active,152.0,52.0,2017-01-31
AG_00335915,40.0,1,active,80.0,51.0,2017-01-31
AG_09455956,60.0,15,active,68.0,56.0,2017-01-31
AG_02039292,25.0,0,active,57.0,50.0,2017-01-31
AG_09884643,-0.0,3,active,254.0,117.0,2017-01-31
AG_00307909,30.0,0,active,56.0,50.0,2017-01-31
AG_02146718,55.0,2,active,81.0,51.0,2017-01-31
AG_08341336,35.0,1,active,70.0,50.0,2017-01-31
AG_08463662,45.0,7,active,179.0,106.0,2017-01-31
AG_02256575,30.0,0,active,54.0,50.0,2017-01-31
AG_03915943,35.0,8,active,59.0,51.0,2017-01-31
AG_08036180,30.0,0,active,81.0,52.0,2017-01-31
AG_06746375,-0.0,1,active,583.0,105.0,2017-01-31
AG_08678264,30.0,0,active,55.0,50.0,2017-01-31
AG_05765642,50.0,13,active,115.0,111.0,2017-01-31
AG_06452106,40.0,3,active,78.0,64.0,2017-01-31
AG_06780554,35.0,3,active,51.0,53.0,2017-01-31
AG_06905443,30.0,6,active,74.0,55.0,2017-01-31
AG_07351185,45.0,5,active,94.0,55.0,2017-01-31
AG_01472612,45.0,0,active,52.0,50.0,2017-01-31
AG_03630466,45.0,7,active,51.0,51.0,2017-01-31
AG_09400485,30.0,2,active,60.0,51.0,2017-01-31
AG_09355186,45.0,13,active,61.0,56.0,2017-01-31
AG_04460200,45.0,7,active,52.0,51.0,2017-01-31
AG_00762739,30.0,0,active,51.0,50.0,2017-01-31
AG_03082636,35.0,5,active,243.0,116.0,2017-01-31
AG_01860805,45.0,13,active,699.0,263.0,2017-01-31
AG_02634236,50.0,1,active,53.0,51.0,2017-01-31
AG_00341486,35.0,4,active,63.0,51.0,2017-01-31
AG_00096311,25.0,0,active,79.0,52.0,2017-01-31
AG_00421497,40.0,10,active,107.0,56.0,2017-01-31
AG_05074417,45.0,8,active,77.0,110.0,2017-01-31
AG_04876798,40.0,3,active,61.0,54.0,2017-01-31
AG_07344901,65.0,7,active,69.0,53.0,2017-01-31
AG_07095083,40.0,9,active,72.0,102.0,2017-01-31
AG_01131075,50.0,13,active,79.0,59.0,2017-01-31
AG_06206852,-0.0,2,active,53.0,59.0,2017-01-31
AG_08745728,40.0,4,active,86.0,78.0,2017-01-31
AG_04787856,35.0,3,active,177.0,82.0,2017-01-31
AG_04860153,35.0,3,active,166.0,138.0,2017-01-31
AG_08580162,40.0,6,active,57.0,54.0,2017-01-31
AG_05124006,40.0,1,active,58.0,50.0,2017-01-31
AG_05143253,30.0,5,active,101.0,64.0,2017-01-31
AG_05261103,55.0,14,active,63.0,54.0,2017-01-31
AG_06577205,45.0,2,active,68.0,53.0,2017-01-31
AG_05741592,50.0,18,active,76.0,63.0,2017-01-31
AG_08031159,30.0,1,active,87.0,51.0,2017-01-31
AG_06048426,30.0,1,active,153.0,51.0,2017-01-31
AG_00473762,50.0,0,active,66.0,50.0,2017-01-31
AG_09485455,30.0,1,active,190.0,58.0,2017-01-31
AG_07666745,55.0,1,active,91.0,53.0,2017-01-31
AG_02023997,55.0,7,active,330.0,146.0,2017-01-31
AG_09325727,30.0,0,active,70.0,50.0,2017-01-31
AG_06457230,70.0,19,active,78.0,135.0,2017-01-31
AG_03799570,30.0,2,active,76.0,57.0,2017-01-31
AG_02026131,40.0,10,active,58.0,84.0,2017-01-31
AG_07648011,40.0,2,active,51.0,50.0,2017-01-31
AG_04441938,30.0,3,active,200.0,63.0,2017-01-31
AG_01623458,55.0,16,active,62.0,67.0,2017-01-31
AG_03673443,30.0,0,active,55.0,50.0,2017-01-31
AG_07494515,45.0,2,active,198.0,74.0,2017-01-31
AG_07843565,50.0,1,active,55.0,50.0,2017-01-31
AG_08294556,35.0,1,active,110.0,56.0,2017-01-31
AG_07387952,35.0,8,active,132.0,99.0,2017-01-31
AG_03104753,45.0,19,active,166.0,134.0,2017-01-31
AG_09911246,45.0,3,active,298.0,55.0,2017-01-31
AG_00410748,35.0,2,active,128.0,75.0,2017-01-31
AG_02052929,50.0,10,active,140.0,58.0,2017-01-31
AG_05918953,35.0,0,active,57.0,50.0,2017-01-31
AG_07888550,35.0,2,active,57.0,50.0,2017-01-31
AG_06514331,35.0,0,active,55.0,50.0,2017-01-31
AG_06450593,30.0,0,active,67.0,50.0,2017-01-31
AG_02038010,30.0,1,active,141.0,63.0,2017-01-31
AG_03331984,50.0,10,active,283.0,185.0,2017-01-31
AG_02041701,30.0,1,active,65.0,51.0,2017-01-31
AG_03601226,30.0,5,active,352.0,165.0,2017-01-31
AG_08459795,35.0,0,active,94.0,51.0,2017-01-31
AG_05328109,40.0,2,active,63.0,50.0,2017-01-31
AG_04255823,35.0,3,active,144.0,63.0,2017-01-31
AG_07432391,35.0,5,active,345.0,151.0,2017-01-31
AG_03386856,50.0,2,active,52.0,51.0,2017-01-31
AG_04772543,30.0,0,active,67.0,50.0,2017-01-31
AG_00291174,35.0,6,active,128.0,75.0,2017-01-31
AG_04723769,45.0,7,active,61.0,58.0,2017-01-31
AG_09004420,25.0,0,active,60.0,50.0,2017-01-31
AG_05593553,35.0,1,active,492.0,87.0,2017-01-31
AG_00722748,55.0,1,active,64.0,55.0,2017-01-31
AG_08475588,35.0,0,active,53.0,51.0,2017-01-31
AG_08822599,35.0,1,active,107.0,56.0,2017-01-31
AG_01128966,30.0,4,active,119.0,60.0,2017-01-31
AG_01666437,45.0,2,active,256.0,93.0,2017-01-31
AG_09588841,25.0,2,active,99.0,68.0,2017-01-31
AG_01212129,30.0,2,active,399.0,78.0,2017-01-31
AG_08891958,30.0,0,active,69.0,50.0,2017-01-31
AG_07635628,30.0,2,active,123.0,59.0,2017-01-31
AG_06693400,30.0,7,active,157.0,75.0,2017-01-31
AG_06751946,55.0,19,active,87.0,96.0,2017-01-31
AG_09841696,40.0,2,active,59.0,50.0,2017-01-31
AG_06809751,35.0,0,active,53.0,50.0,2017-01-31
AG_04934365,35.0,0,active,51.0,50.0,2017-01-31
AG_08121584,40.0,13,active,60.0,62.0,2017-01-31
AG_03630672,30.0,0,active,91.0,50.0,2017-01-31
AG_09963666,40.0,0,active,51.0,51.0,2017-01-31
AG_05610608,25.0,3,active,403.0,186.0,2017-01-31
AG_06739039,30.0,2,active,124.0,54.0,2017-01-31
AG_08329880,60.0,17,active,148.0,99.0,2017-01-31
AG_08322380,40.0,10,active,74.0,56.0,2017-01-31
AG_02858016,45.0,17,active,1083.0,734.0,2017-01-31
AG_09518789,30.0,1,active,319.0,70.0,2017-01-31
AG_04062640,35.0,1,active,94.0,52.0,2017-01-31
AG_01394725,40.0,2,active,61.0,50.0,2017-01-31
AG_06191044,40.0,5,active,151.0,89.0,2017-01-31
AG_03430939,55.0,0,active,53.0,50.0,2017-01-31
AG_09817748,25.0,0,active,55.0,50.0,2017-01-31
AG_03773765,50.0,0,active,73.0,50.0,2017-01-31
AG_02800341,40.0,5,active,268.0,111.0,2017-01-31
AG_06125340,45.0,4,active,85.0,54.0,2017-01-31
AG_07235206,40.0,5,active,99.0,56.0,2017-01-31
AG_01925267,25.0,0,active,52.0,50.0,2017-01-31
AG_09673091,40.0,7,active,266.0,110.0,2017-01-31
AG_01897202,30.0,3,active,52.0,50.0,2017-01-31
AG_08188698,55.0,14,active,71.0,63.0,2017-01-31
AG_07180768,25.0,1,active,64.0,53.0,2017-01-31
AG_05141727,55.0,0,active,51.0,50.0,2017-01-31
AG_01187853,30.0,1,active,92.0,52.0,2017-01-31
AG_08368500,55.0,14,active,70.0,57.0,2017-01-31
AG_06012507,35.0,3,active,177.0,94.0,2017-01-31
AG_08933191,30.0,2,active,117.0,62.0,2017-01-31
AG_01270233,40.0,18,active,596.0,313.0,2017-01-31
AG_02643241,-0.0,11,active,51.0,52.0,2017-01-31
AG_09299274,25.0,0,active,60.0,50.0,2017-01-31
AG_04790469,45.0,0,active,51.0,50.0,2017-01-31
AG_08187821,45.0,3,active,311.0,168.0,2017-01-31
AG_06269506,50.0,19,active,555.0,450.0,2017-01-31
AG_07659152,45.0,9,active,66.0,66.0,2017-01-31
AG_06599914,30.0,1,active,568.0,84.0,2017-01-31
AG_02638771,25.0,1,active,53.0,50.0,2017-01-31
AG_07813526,35.0,4,active,117.0,64.0,2017-01-31
AG_04923496,35.0,1,active,82.0,54.0,2017-01-31
AG_02206131,30.0,0,active,88.0,53.0,2017-01-31
AG_04104124,30.0,0,active,59.0,50.0,2017-01-31
AG_07100715,40.0,5,inactive,51.0,154.0,2017-01-31
AG_03757075,65.0,5,active,72.0,54.0,2017-01-31
AG_00070308,45.0,8,active,238.0,96.0,2017-01-31
AG_04852357,40.0,14,active,86.0,62.0,2017-01-31
AG_04303853,30.0,0,active,63.0,51.0,2017-01-31
AG_00502119,30.0,2,active,103.0,66.0,2017-01-31
AG_05142389,30.0,2,active,1037.0,148.0,2017-01-31
AG_09414832,45.0,3,active,95.0,103.0,2017-01-31
AG_00193036,40.0,2,active,84.0,58.0,2017-01-31
AG_01618990,30.0,6,active,101.0,61.0,2017-01-31
AG_01641453,60.0,14,active,51.0,50.0,2017-01-31
AG_08912842,40.0,5,active,106.0,52.0,2017-01-31
AG_07814575,45.0,4,active,342.0,110.0,2017-01-31
AG_00566730,40.0,0,active,55.0,50.0,2017-01-31
AG_08165899,30.0,1,active,58.0,50.0,2017-01-31
AG_07530365,40.0,5,active,146.0,99.0,2017-01-31
AG_00248908,30.0,0,active,60.0,50.0,2017-01-31
AG_00762408,60.0,13,inactive,55.0,53.0,2017-01-31
AG_03837132,25.0,1,inactive,61.0,50.0,2017-01-31
AG_02263808,45.0,6,active,178.0,99.0,2017-01-31
AG_00204886,35.0,1,active,105.0,55.0,2017-01-31
AG_02067914,45.0,8,active,697.0,403.0,2017-01-31
AG_02439568,35.0,4,active,173.0,68.0,2017-01-31
AG_04037478,30.0,1,active,52.0,50.0,2017-01-31
AG_04493582,25.0,1,active,110.0,59.0,2017-01-31
AG_06940656,30.0,0,active,575.0,77.0,2017-01-31
AG_01938308,35.0,7,active,84.0,53.0,2017-01-31
AG_07721623,-0.0,3,active,74.0,62.0,2017-01-31
AG_07555157,35.0,7,active,84.0,85.0,2017-01-31
AG_04514001,45.0,7,active,62.0,50.0,2017-01-31
AG_01980681,40.0,3,active,59.0,52.0,2017-01-31
AG_00353035,35.0,3,active,162.0,68.0,2017-01-31
AG_04421897,30.0,0,active,66.0,50.0,2017-01-31
AG_07863192,25.0,1,active,57.0,50.0,2017-01-31
AG_07580322,45.0,0,active,51.0,50.0,2017-01-31
AG_06095007,30.0,2,active,55.0,50.0,2017-01-31
AG_04226049,35.0,0,active,68.0,50.0,2017-01-31
AG_09723256,35.0,6,active,154.0,74.0,2017-01-31
AG_09868430,35.0,8,active,135.0,54.0,2017-01-31
AG_05184505,30.0,1,active,390.0,98.0,2017-01-31
AG_09531119,40.0,7,active,496.0,112.0,2017-01-31
AG_03642700,60.0,3,active,51.0,51.0,2017-01-31
AG_00318885,40.0,0,active,79.0,51.0,2017-01-31
AG_07141876,25.0,1,active,80.0,50.0,2017-01-31
AG_06565596,35.0,5,active,264.0,142.0,2017-01-31
AG_04406488,40.0,5,active,441.0,199.0,2017-01-31
AG_05878993,30.0,0,active,295.0,59.0,2017-01-31
AG_01178536,30.0,2,active,431.0,81.0,2017-01-31
AG_01096843,40.0,3,active,148.0,71.0,2017-01-31
AG_07872350,50.0,0,active,52.0,51.0,2017-01-31
AG_07823006,50.0,19,active,678.0,764.0,2017-01-31
AG_09580403,35.0,2,active,102.0,53.0,2017-01-31
AG_05706868,35.0,6,active,88.0,61.0,2017-01-31
AG_02987259,40.0,5,active,63.0,88.0,2017-01-31
AG_08002865,45.0,2,active,51.0,50.0,2017-01-31
AG_07232154,35.0,2,active,76.0,51.0,2017-01-31
AG_09276240,40.0,10,active,112.0,103.0,2017-01-31
AG_08989028,25.0,3,active,178.0,99.0,2017-01-31
AG_03790595,45.0,0,active,61.0,50.0,2017-01-31
AG_01291737,50.0,4,active,70.0,54.0,2017-01-31
AG_08486957,40.0,1,active,55.0,50.0,2017-01-31
AG_05421443,40.0,3,active,84.0,52.0,2017-01-31
AG_00914652,25.0,0,active,61.0,50.0,2017-01-31
AG_07697985,45.0,5,active,53.0,52.0,2017-01-31
AG_08366902,35.0,10,active,78.0,97.0,2017-01-31
AG_03833573,45.0,0,active,71.0,51.0,2017-01-31
AG_07389871,45.0,7,active,920.0,463.0,2017-01-31
AG_03485663,40.0,11,active,70.0,57.0,2017-01-31
AG_07971516,25.0,1,active,74.0,50.0,2017-01-31
AG_01192790,60.0,5,active,72.0,54.0,2017-01-31
AG_03216797,40.0,11,active,88.0,63.0,2017-01-31
AG_00686681,-0.0,13,active,136.0,83.0,2017-01-31
AG_06725071,35.0,2,active,95.0,64.0,2017-01-31
AG_09778274,45.0,9,active,66.0,51.0,2017-01-31
AG_01231158,55.0,13,active,169.0,84.0,2017-01-31
AG_05378015,40.0,6,active,121.0,57.0,2017-01-31
AG_01296732,55.0,1,active,51.0,50.0,2017-01-31
AG_01098774,45.0,12,active,121.0,71.0,2017-01-31
AG_01247860,30.0,1,active,72.0,50.0,2017-01-31
AG_05412029,50.0,11,active,79.0,58.0,2017-01-31
AG_08659698,40.0,13,active,70.0,70.0,2017-01-31
AG_03400082,50.0,8,active,51.0,51.0,2017-01-31
AG_00048501,45.0,1,active,60.0,50.0,2017-01-31
AG_02474967,45.0,0,active,52.0,50.0,2017-01-31
AG_04828310,40.0,5,active,53.0,54.0,2017-01-31
AG_03198874,30.0,1,active,89.0,61.0,2017-01-31
AG_04850368,55.0,4,active,61.0,51.0,2017-01-31
AG_00418450,30.0,1,active,112.0,58.0,2017-01-31
AG_05331278,35.0,1,active,71.0,52.0,2017-01-31
AG_06500324,60.0,1,active,66.0,50.0,2017-01-31
AG_09370439,35.0,5,active,106.0,71.0,2017-01-31
AG_09057341,45.0,4,active,55.0,53.0,2017-01-31
AG_09448552,30.0,4,active,87.0,64.0,2017-01-31
AG_06009905,40.0,11,active,122.0,155.0,2017-01-31
AG_01376305,30.0,1,active,121.0,53.0,2017-01-31
AG_06729810,30.0,0,active,55.0,50.0,2017-01-31
AG_07569870,60.0,0,active,70.0,50.0,2017-01-31
AG_06242298,30.0,0,active,106.0,52.0,2017-01-31
AG_06479955,40.0,9,active,875.0,370.0,2017-01-31
AG_04836022,50.0,3,active,52.0,50.0,2017-01-31
AG_03817434,30.0,0,active,121.0,60.0,2017-01-31
AG_03414373,35.0,7,active,58.0,68.0,2017-01-31
AG_04302485,50.0,2,active,176.0,55.0,2017-01-31
AG_09929356,30.0,1,active,90.0,52.0,2017-01-31
AG_03067229,30.0,2,active,199.0,62.0,2017-01-31
AG_02218391,35.0,1,active,83.0,52.0,2017-01-31
AG_07016273,35.0,1,active,122.0,62.0,2017-01-31
AG_03312836,35.0,2,active,54.0,50.0,2017-01-31
AG_05342531,45.0,1,active,67.0,51.0,2017-01-31
AG_08913905,30.0,2,active,52.0,50.0,2017-01-31
AG_02443431,30.0,4,active,52.0,50.0,2017-01-31
AG_06744182,40.0,2,active,151.0,61.0,2017-01-31
AG_00128256,45.0,5,active,95.0,52.0,2017-01-31
AG_08526024,45.0,1,active,89.0,51.0,2017-01-31
AG_08310672,30.0,2,active,139.0,62.0,2017-01-31
AG_05350251,35.0,10,active,82.0,114.0,2017-01-31
AG_05996346,40.0,12,active,481.0,245.0,2017-01-31
AG_08263374,30.0,2,active,66.0,51.0,2017-01-31
AG_06810408,35.0,8,active,105.0,101.0,2017-01-31
AG_08900573,35.0,2,active,55.0,52.0,2017-01-31
AG_03813739,35.0,3,active,149.0,65.0,2017-01-31
AG_03942500,45.0,6,active,62.0,56.0,2017-01-31
AG_07621079,30.0,2,active,122.0,61.0,2017-01-31
AG_00285701,-0.0,12,active,5684.0,7882.0,2017-01-31
AG_01554300,30.0,1,active,116.0,54.0,2017-01-31
AG_03790220,35.0,0,active,61.0,50.0,2017-01-31
AG_02116221,40.0,1,active,68.0,56.0,2017-01-31
AG_04105693,25.0,1,active,63.0,53.0,2017-01-31
AG_03039263,35.0,6,active,205.0,86.0,2017-01-31
AG_02229627,45.0,1,active,133.0,56.0,2017-01-31
AG_06939008,50.0,1,active,239.0,90.0,2017-01-31
AG_00782734,40.0,17,active,922.0,376.0,2017-01-31
AG_04511366,40.0,13,active,93.0,67.0,2017-01-31
AG_08572356,35.0,6,active,104.0,62.0,2017-01-31
AG_08923735,30.0,0,active,54.0,50.0,2017-01-31
AG_02758015,45.0,10,active,66.0,54.0,2017-01-31
AG_09287181,40.0,2,active,84.0,51.0,2017-01-31
AG_04559799,35.0,9,active,75.0,56.0,2017-01-31
AG_02638850,40.0,4,active,59.0,51.0,2017-01-31
AG_03676507,30.0,1,active,75.0,55.0,2017-01-31
AG_04954773,35.0,3,active,81.0,54.0,2017-01-31
AG_03134861,40.0,7,active,479.0,294.0,2017-01-31
AG_08681182,35.0,5,active,229.0,93.0,2017-01-31
AG_08498492,35.0,3,active,51.0,50.0,2017-01-31
AG_01429690,25.0,2,active,936.0,123.0,2017-01-31
AG_03929755,55.0,4,active,53.0,50.0,2017-01-31
AG_03687145,30.0,1,active,124.0,54.0,2017-01-31
AG_00970477,25.0,0,active,52.0,50.0,2017-01-31
AG_01837006,30.0,1,active,149.0,58.0,2017-01-31
AG_01942045,40.0,6,inactive,51.0,130.0,2017-01-31
AG_06038880,40.0,8,active,100.0,54.0,2017-01-31
AG_02640531,35.0,0,active,56.0,50.0,2017-01-31
AG_06925271,35.0,1,active,51.0,50.0,2017-01-31
AG_01845599,50.0,4,active,52.0,50.0,2017-01-31
AG_05420059,25.0,2,active,76.0,78.0,2017-01-31
AG_01915535,35.0,2,active,103.0,56.0,2017-01-31
AG_07148371,40.0,5,active,249.0,117.0,2017-01-31
AG_06099846,25.0,0,active,60.0,50.0,2017-01-31
AG_00578228,40.0,11,active,134.0,119.0,2017-01-31
AG_06217526,45.0,2,active,105.0,55.0,2017-01-31
AG_04432821,55.0,5,active,52.0,50.0,2017-01-31
AG_08109608,55.0,11,active,65.0,54.0,2017-01-31
AG_04895181,30.0,3,active,55.0,50.0,2017-01-31
