policy_id,last_policy_status,last_termination_dt,time_stamp
P_08354475,active,,2018-01-31
P_05190076,active,,2018-01-31
P_04931964,active,,2018-01-31
P_02682407,cancelled,2017-06-30,2018-01-31
P_04734182,active,,2018-01-31
P_03237319,active,,2018-01-31
P_09705858,active,,2018-01-31
P_09471692,active,,2018-01-31
P_01228281,cancelled,2017-07-31,2018-01-31
P_01469513,active,,2018-01-31
P_04438804,active,,2018-01-31
P_02587064,active,,2018-01-31
P_02173623,active,,2018-01-31
P_07703320,active,,2018-01-31
P_02675817,active,,2018-01-31
P_08130565,active,,2018-01-31
P_04375317,active,,2018-01-31
P_09062053,cancelled,,2018-01-31
P_01451415,active,,2018-01-31
P_02675928,active,,2018-01-31
P_09913276,active,,2018-01-31
P_03601749,active,,2018-01-31
P_07135623,active,,2018-01-31
P_01560019,cancelled,2017-06-30,2018-01-31
P_07124535,active,,2018-01-31
P_05010352,active,,2018-01-31
P_06444918,active,,2018-01-31
P_08030688,cancelled,2017-03-31,2018-01-31
P_01694751,active,,2018-01-31
P_07149953,active,,2018-01-31
P_09020061,active,,2018-01-31
P_04600473,cancelled,,2018-01-31
P_02182473,active,,2018-01-31
P_02352069,active,,2018-01-31
P_01579297,active,,2018-01-31
P_05425633,active,,2018-01-31
P_00858238,cancelled,2018-01-31,2018-01-31
P_07926590,cancelled,2017-04-30,2018-01-31
P_09502216,active,,2018-01-31
P_09482194,active,,2018-01-31
P_05407749,active,,2018-01-31
P_04578669,active,,2018-01-31
P_09337730,active,,2018-01-31
P_06799306,active,,2018-01-31
P_06408242,active,,2018-01-31
P_02837519,active,,2018-01-31
P_00914397,active,,2018-01-31
P_02029739,active,,2018-01-31
P_09558683,active,,2018-01-31
P_09259270,active,,2018-01-31
P_06920517,active,,2018-01-31
P_03434865,active,,2018-01-31
P_08041647,active,,2018-01-31
P_07284978,active,,2018-01-31
P_05426156,active,,2018-01-31
P_07911700,active,,2018-01-31
P_08922004,active,,2018-01-31
P_04473811,active,,2018-01-31
P_08095155,active,,2018-01-31
P_01301821,active,,2018-01-31
P_08428012,active,,2018-01-31
P_08388052,active,,2018-01-31
P_03513135,active,,2018-01-31
P_08297540,active,,2018-01-31
P_05697437,cancelled,2017-11-30,2018-01-31
P_09024410,active,,2018-01-31
P_03914721,active,,2018-01-31
P_09960183,active,,2018-01-31
P_04826438,active,,2018-01-31
P_06272933,active,,2018-01-31
P_02388529,cancelled,2017-06-30,2018-01-31
P_08651058,active,,2018-01-31
P_00597308,active,,2018-01-31
P_03284359,active,,2018-01-31
P_01322024,active,,2018-01-31
P_05505735,active,,2018-01-31
P_02938628,active,,2018-01-31
P_05211592,cancelled,2017-06-30,2018-01-31
P_01974944,active,,2018-01-31
P_07633503,active,,2018-01-31
P_08009335,cancelled,2018-01-31,2018-01-31
P_08063154,active,,2018-01-31
P_07526369,active,,2018-01-31
P_06521249,cancelled,2017-04-30,2018-01-31
P_08701624,active,,2018-01-31
P_00191225,active,,2018-01-31
P_04061986,cancelled,2017-11-30,2018-01-31
P_09955589,active,,2018-01-31
P_08279279,active,,2018-01-31
P_02731297,active,,2018-01-31
P_09816718,active,,2018-01-31
P_02686234,active,,2018-01-31
P_05032424,active,,2018-01-31
P_02949622,active,,2018-01-31
P_01491000,active,,2018-01-31
P_03308785,active,,2018-01-31
P_08649759,active,,2018-01-31
P_07042646,active,,2018-01-31
P_07797508,active,,2018-01-31
P_05315516,active,,2018-01-31
P_02396974,active,,2018-01-31
P_04712788,active,,2018-01-31
P_07764634,cancelled,2017-09-30,2018-01-31
P_05694507,cancelled,2017-04-30,2018-01-31
P_02056358,cancelled,2018-01-31,2018-01-31
P_02514521,cancelled,2017-09-30,2018-01-31
P_00034009,active,,2018-01-31
P_06318503,active,,2018-01-31
P_01717658,active,,2018-01-31
P_08033449,cancelled,2017-04-30,2018-01-31
P_04153898,active,,2018-01-31
P_06822293,active,,2018-01-31
P_00559219,active,,2018-01-31
P_07657134,active,,2018-01-31
P_03672650,active,,2018-01-31
P_07275994,active,,2018-01-31
P_02895300,active,,2018-01-31
P_08420537,active,,2018-01-31
P_08272095,active,,2018-01-31
P_08448756,active,,2018-01-31
P_07829344,cancelled,2017-07-31,2018-01-31
P_07861229,active,,2018-01-31
P_03770197,active,,2018-01-31
P_01202416,cancelled,2017-11-30,2018-01-31
P_03916933,active,,2018-01-31
P_01067599,active,,2018-01-31
P_09475245,active,,2018-01-31
P_09986850,cancelled,2017-09-30,2018-01-31
P_09422139,active,,2018-01-31
P_02127549,cancelled,2017-04-30,2018-01-31
P_07714942,active,,2018-01-31
P_08465728,active,,2018-01-31
P_04869822,active,,2018-01-31
P_03012836,active,,2018-01-31
P_08072662,active,,2018-01-31
P_08078036,active,,2018-01-31
P_09586259,active,,2018-01-31
P_06105924,active,,2018-01-31
P_08013433,active,,2018-01-31
P_04300287,cancelled,,2018-01-31
P_03877657,active,,2018-01-31
P_07293376,active,,2018-01-31
P_03575655,active,,2018-01-31
P_06342358,active,,2018-01-31
P_06163856,active,,2018-01-31
P_04843222,active,,2018-01-31
P_09910101,active,,2018-01-31
P_07448553,active,,2018-01-31
P_04584813,active,,2018-01-31
P_09338361,active,,2018-01-31
P_04426659,active,,2018-01-31
P_00056275,active,,2018-01-31
P_05814220,cancelled,2017-07-31,2018-01-31
P_09874451,cancelled,2017-09-30,2018-01-31
P_04244663,active,,2018-01-31
P_03026621,active,,2018-01-31
P_01872274,active,,2018-01-31
P_04312765,active,,2018-01-31
P_04138830,active,,2018-01-31
P_01971836,active,,2018-01-31
P_06610736,active,,2018-01-31
P_09701136,active,,2018-01-31
P_07483878,active,,2018-01-31
P_06160183,cancelled,2017-12-31,2018-01-31
P_02626354,cancelled,2017-07-31,2018-01-31
P_09284331,active,,2018-01-31
P_06941860,active,,2018-01-31
P_09444999,cancelled,2017-07-31,2018-01-31
P_06748997,active,,2018-01-31
P_01564812,active,,2018-01-31
P_06673572,active,,2018-01-31
P_08732215,cancelled,2017-10-31,2018-01-31
P_09193774,active,,2018-01-31
P_09368964,active,,2018-01-31
P_00229846,cancelled,2017-03-31,2018-01-31
P_03662822,active,,2018-01-31
P_00122105,active,,2018-01-31
P_01548376,active,,2018-01-31
P_03939953,active,,2018-01-31
P_06479569,cancelled,2017-09-30,2018-01-31
P_02523031,active,,2018-01-31
P_07978034,active,,2018-01-31
P_07777753,active,,2018-01-31
P_04355399,active,,2018-01-31
P_01094883,active,,2018-01-31
P_07638108,active,,2018-01-31
P_06418139,active,,2018-01-31
P_08583403,active,,2018-01-31
P_03161571,cancelled,2017-08-31,2018-01-31
P_02904861,active,,2018-01-31
P_02309799,active,,2018-01-31
P_02523115,active,,2018-01-31
P_03108181,active,,2018-01-31
P_00975359,active,,2018-01-31
P_06652564,cancelled,2017-10-31,2018-01-31
P_05253897,active,,2018-01-31
P_03443148,active,,2018-01-31
P_06629799,active,,2018-01-31
P_03901379,active,,2018-01-31
P_04282688,cancelled,2018-01-31,2018-01-31
P_05206887,cancelled,2017-09-30,2018-01-31
P_03439823,active,,2018-01-31
P_00748927,active,,2018-01-31
P_03009040,cancelled,2017-04-30,2018-01-31
P_04764143,active,,2018-01-31
P_06400596,active,,2018-01-31
P_04716812,active,,2018-01-31
P_02104126,active,,2018-01-31
P_00273055,cancelled,2017-06-30,2018-01-31
P_03776231,active,,2018-01-31
P_07812347,active,,2018-01-31
P_03147778,cancelled,2018-01-31,2018-01-31
P_07710071,active,,2018-01-31
P_06396970,active,,2018-01-31
P_01972071,active,,2018-01-31
P_08880852,active,,2018-01-31
P_09169275,active,,2018-01-31
P_08771934,active,,2018-01-31
P_00445380,active,,2018-01-31
P_02659784,active,,2018-01-31
P_01884460,active,,2018-01-31
P_09276591,active,,2018-01-31
P_03044651,active,,2018-01-31
P_00505781,active,,2018-01-31
P_06979197,active,,2018-01-31
P_03492541,active,,2018-01-31
P_07183436,active,,2018-01-31
P_01565776,active,,2018-01-31
P_00006546,active,,2018-01-31
P_03411203,active,,2018-01-31
P_01597377,active,,2018-01-31
P_02653456,cancelled,2018-01-31,2018-01-31
P_05741512,active,,2018-01-31
P_05990067,active,,2018-01-31
P_00122318,active,,2018-01-31
P_00207588,cancelled,2018-01-31,2018-01-31
P_08427851,active,,2018-01-31
P_09318812,active,,2018-01-31
P_00910852,active,,2018-01-31
P_01766982,active,,2018-01-31
P_08008924,active,,2018-01-31
P_02429716,active,,2018-01-31
P_09921768,active,,2018-01-31
P_08315782,active,,2018-01-31
P_06903825,cancelled,2017-02-28,2018-01-31
P_09259667,active,,2018-01-31
P_02248984,active,,2018-01-31
P_03314082,cancelled,2017-05-31,2018-01-31
P_02795014,active,,2018-01-31
P_06943097,active,,2018-01-31
P_08538531,active,,2018-01-31
P_05911641,active,,2018-01-31
P_03966418,active,,2018-01-31
P_05023630,active,,2018-01-31
P_05048766,active,,2018-01-31
P_06189316,active,,2018-01-31
P_02738283,active,,2018-01-31
P_06172513,active,,2018-01-31
P_01655566,active,,2018-01-31
P_07144959,cancelled,2017-03-31,2018-01-31
P_06014850,active,,2018-01-31
P_08934623,active,,2018-01-31
P_01915873,active,,2018-01-31
P_03355961,active,,2018-01-31
P_08701335,cancelled,2017-11-30,2018-01-31
P_05765122,active,,2018-01-31
P_02129712,active,,2018-01-31
P_04352000,active,,2018-01-31
P_07428034,active,,2018-01-31
P_04580604,cancelled,2017-07-31,2018-01-31
P_05671678,active,,2018-01-31
P_00267296,active,,2018-01-31
P_00553049,active,,2018-01-31
P_00142011,active,,2018-01-31
P_09897914,cancelled,2017-07-31,2018-01-31
P_01085293,active,,2018-01-31
P_01949260,active,,2018-01-31
P_02777352,active,,2018-01-31
P_03145865,active,,2018-01-31
P_05659820,active,,2018-01-31
P_04603761,active,,2018-01-31
P_06210449,active,,2018-01-31
P_09040228,active,,2018-01-31
P_02270128,active,,2018-01-31
P_06631952,active,,2018-01-31
P_09691969,active,,2018-01-31
P_04952678,active,,2018-01-31
P_09692835,active,,2018-01-31
P_08077588,active,,2018-01-31
P_01947527,active,,2018-01-31
P_02000102,active,,2018-01-31
P_07640760,active,,2018-01-31
P_00303860,active,,2018-01-31
P_00354265,cancelled,2017-03-31,2018-01-31
P_07694125,active,,2018-01-31
P_02937770,active,,2018-01-31
P_02627191,active,,2018-01-31
P_00156516,active,,2018-01-31
P_05682230,active,,2018-01-31
P_04900148,cancelled,2017-06-30,2018-01-31
P_07657440,active,,2018-01-31
P_06071955,active,,2018-01-31
P_04284640,active,,2018-01-31
P_05496096,active,,2018-01-31
P_03677144,active,,2018-01-31
P_01255319,active,,2018-01-31
P_05207745,active,,2018-01-31
P_02480709,active,,2018-01-31
P_01043812,active,,2018-01-31
P_03846318,active,,2018-01-31
P_08963914,active,,2018-01-31
P_08989632,active,,2018-01-31
P_01707661,active,,2018-01-31
P_07870299,active,,2018-01-31
P_02393255,active,,2018-01-31
P_06582377,active,,2018-01-31
P_06828146,active,,2018-01-31
P_02003185,active,,2018-01-31
P_09907637,active,,2018-01-31
P_02499211,active,,2018-01-31
P_03167875,active,,2018-01-31
P_09431751,active,,2018-01-31
P_00187258,active,,2018-01-31
P_08834021,cancelled,2017-05-31,2018-01-31
P_05913950,active,,2018-01-31
P_07866207,active,,2018-01-31
P_05842241,active,,2018-01-31
P_00182441,active,,2018-01-31
P_00070816,active,,2018-01-31
P_08700810,cancelled,2017-06-30,2018-01-31
P_07953504,active,,2018-01-31
P_09629059,active,,2018-01-31
P_02457977,active,,2018-01-31
P_04785380,cancelled,2017-09-30,2018-01-31
P_07334923,active,,2018-01-31
P_04281779,active,,2018-01-31
P_09435354,active,,2018-01-31
P_00819831,active,,2018-01-31
P_03149009,active,,2018-01-31
P_02882471,active,,2018-01-31
P_03907385,active,,2018-01-31
P_06701364,active,,2018-01-31
P_03096053,active,,2018-01-31
P_08125405,active,,2018-01-31
P_06787254,active,,2018-01-31
P_05857008,active,,2018-01-31
P_06182104,active,,2018-01-31
P_02729069,active,,2018-01-31
P_04380997,active,,2018-01-31
P_01035245,active,,2018-01-31
P_07090238,active,,2018-01-31
P_04898760,cancelled,2017-09-30,2018-01-31
P_05612295,active,,2018-01-31
P_08787401,active,,2018-01-31
P_07828614,active,,2018-01-31
P_00582898,active,,2018-01-31
P_01507882,active,,2018-01-31
P_09887909,active,,2018-01-31
P_02311229,active,,2018-01-31
P_02069981,active,,2018-01-31
P_03227554,active,,2018-01-31
P_05170596,active,,2018-01-31
P_04172651,active,,2018-01-31
P_09435821,active,,2018-01-31
P_02551838,active,,2018-01-31
P_09310304,active,,2018-01-31
P_09553307,active,,2018-01-31
P_02538743,active,,2018-01-31
P_00168968,active,,2018-01-31
P_03910894,cancelled,2017-08-31,2018-01-31
P_02911974,cancelled,2017-11-30,2018-01-31
P_01515701,active,,2018-01-31
P_06083850,active,,2018-01-31
P_08742619,active,,2018-01-31
P_07092203,active,,2018-01-31
P_09558084,active,,2018-01-31
P_03859065,cancelled,2017-07-31,2018-01-31
P_01736438,active,,2018-01-31
P_02118191,cancelled,2018-01-31,2018-01-31
P_02257298,active,,2018-01-31
P_07236136,active,,2018-01-31
P_05148614,active,,2018-01-31
P_03930024,active,,2018-01-31
P_08762719,cancelled,2017-07-31,2018-01-31
P_08421566,active,,2018-01-31
P_00276604,active,,2018-01-31
P_05328064,active,,2018-01-31
P_08313551,active,,2018-01-31
P_04386968,active,,2018-01-31
P_03565134,cancelled,2017-05-31,2018-01-31
P_09680980,cancelled,2017-04-30,2018-01-31
P_08413969,active,,2018-01-31
P_08284204,active,,2018-01-31
P_08255931,cancelled,2017-10-31,2018-01-31
P_05833233,active,,2018-01-31
P_01257825,active,,2018-01-31
P_03480244,active,,2018-01-31
P_00373435,active,,2018-01-31
P_04197627,active,,2018-01-31
P_04816072,active,,2018-01-31
P_01293963,active,,2018-01-31
P_03546573,active,,2018-01-31
P_00322597,active,,2018-01-31
P_06959433,active,,2018-01-31
P_05391387,cancelled,2017-12-31,2018-01-31
P_00078945,active,,2018-01-31
P_09726770,active,,2018-01-31
P_08910517,active,,2018-01-31
P_05664609,cancelled,2017-11-30,2018-01-31
P_07734709,active,,2018-01-31
P_09886141,active,,2018-01-31
P_08811774,active,,2018-01-31
P_00067342,cancelled,2017-09-30,2018-01-31
P_05067539,cancelled,2017-04-30,2018-01-31
P_04592152,active,,2018-01-31
P_02005435,active,,2018-01-31
P_05750623,active,,2018-01-31
P_01879257,active,,2018-01-31
P_09595244,cancelled,2017-10-31,2018-01-31
P_03552668,active,,2018-01-31
P_09626353,active,,2018-01-31
P_04967800,cancelled,2017-04-30,2018-01-31
P_03917721,active,,2018-01-31
P_02147627,active,,2018-01-31
P_06105125,active,,2018-01-31
P_05363773,active,,2018-01-31
P_01824018,active,,2018-01-31
P_06816998,active,,2018-01-31
P_09461780,active,,2018-01-31
P_01681760,cancelled,2017-07-31,2018-01-31
P_06748039,active,,2018-01-31
P_04011518,active,,2018-01-31
P_09294470,cancelled,2017-10-31,2018-01-31
P_08700410,active,,2018-01-31
P_02112253,active,,2018-01-31
P_03101687,active,,2018-01-31
P_06421204,active,,2018-01-31
P_08868553,active,,2018-01-31
P_03368868,active,,2018-01-31
P_05592591,active,,2018-01-31
P_04839325,active,,2018-01-31
P_02756968,active,,2018-01-31
P_09390339,active,,2018-01-31
P_05512643,active,,2018-01-31
P_06575888,active,,2018-01-31
P_03770338,active,,2018-01-31
P_03138784,cancelled,2017-11-30,2018-01-31
P_07896182,active,,2018-01-31
P_04702104,active,,2018-01-31
P_01040721,active,,2018-01-31
P_09495645,active,,2018-01-31
P_05904769,active,,2018-01-31
P_09371168,active,,2018-01-31
P_02214186,active,,2018-01-31
P_09134064,active,,2018-01-31
P_09387798,cancelled,2017-02-28,2018-01-31
P_01605392,active,,2018-01-31
P_02559092,active,,2018-01-31
P_03764709,active,,2018-01-31
P_04345921,active,,2018-01-31
P_00132000,cancelled,2017-10-31,2018-01-31
P_09995624,active,,2018-01-31
P_03510575,active,,2018-01-31
P_02130615,active,,2018-01-31
P_00162589,active,,2018-01-31
P_06813473,active,,2018-01-31
P_03783815,cancelled,2017-12-31,2018-01-31
P_03308039,active,,2018-01-31
P_01765791,active,,2018-01-31
P_03379870,active,,2018-01-31
P_00466617,active,,2018-01-31
P_03454764,active,,2018-01-31
P_08270598,active,,2018-01-31
P_06167539,active,,2018-01-31
P_03290637,active,,2018-01-31
P_01267697,active,,2018-01-31
P_03864820,active,,2018-01-31
P_01158569,active,,2018-01-31
P_06177952,active,,2018-01-31
P_02596036,active,,2018-01-31
P_08182690,cancelled,2017-07-31,2018-01-31
P_02413221,active,,2018-01-31
P_08882901,active,,2018-01-31
P_07281309,cancelled,,2018-01-31
P_03453012,active,,2018-01-31
P_04540402,active,,2018-01-31
P_08996626,active,,2018-01-31
P_07088704,active,,2018-01-31
P_02156525,active,,2018-01-31
P_09813582,active,,2018-01-31
P_09031989,active,,2018-01-31
P_00960334,cancelled,2018-01-31,2018-01-31
P_07049424,active,,2018-01-31
P_09546777,active,,2018-01-31
P_07187183,active,,2018-01-31
P_03698121,active,,2018-01-31
P_04640045,active,,2018-01-31
P_07302707,cancelled,2017-11-30,2018-01-31
P_03897510,active,,2018-01-31
P_06779630,cancelled,2017-12-31,2018-01-31
P_09062397,active,,2018-01-31
P_05807993,active,,2018-01-31
P_06637202,active,,2018-01-31
P_00442678,active,,2018-01-31
P_03546651,active,,2018-01-31
P_03013757,active,,2018-01-31
P_07476459,cancelled,2018-01-31,2018-01-31
P_06598016,active,,2018-01-31
P_04242096,cancelled,2017-03-31,2018-01-31
P_01999547,active,,2018-01-31
P_08882361,active,,2018-01-31
P_07732506,active,,2018-01-31
P_01666284,cancelled,2017-12-31,2018-01-31
P_04716004,cancelled,2017-12-31,2018-01-31
P_03054096,active,,2018-01-31
P_07598509,active,,2018-01-31
P_07134481,active,,2018-01-31
P_08471529,active,,2018-01-31
P_08321258,cancelled,2017-06-30,2018-01-31
P_09923257,cancelled,2017-02-28,2018-01-31
P_09910059,cancelled,2017-11-30,2018-01-31
P_02381393,cancelled,2017-11-30,2018-01-31
P_05423657,cancelled,2017-07-31,2018-01-31
P_06333910,cancelled,2017-08-31,2018-01-31
P_06981296,cancelled,2018-01-31,2018-01-31
P_06384692,active,,2018-01-31
P_04601532,cancelled,2017-07-31,2018-01-31
P_05933086,active,,2018-01-31
P_03231352,active,,2018-01-31
P_00904170,active,,2018-01-31
P_03595584,cancelled,2017-12-31,2018-01-31
P_01524210,cancelled,,2018-01-31
P_05039867,active,,2018-01-31
P_01950209,active,,2018-01-31
P_01454424,active,,2018-01-31
P_08828370,active,,2018-01-31
P_02116348,active,,2018-01-31
P_03394129,active,,2018-01-31
P_09624326,active,,2018-01-31
P_09260028,cancelled,2017-09-30,2018-01-31
P_00272319,active,,2018-01-31
P_03940298,active,,2018-01-31
P_01741847,active,,2018-01-31
P_09196361,active,,2018-01-31
P_06902604,active,,2018-01-31
P_08083355,active,,2018-01-31
P_05995948,active,,2018-01-31
P_05470529,active,,2018-01-31
P_03951366,active,,2018-01-31
P_08273023,active,,2018-01-31
P_03348451,active,,2018-01-31
P_00867910,active,,2018-01-31
P_08741096,active,,2018-01-31
P_09820667,active,,2018-01-31
P_03645480,active,,2018-01-31
P_02704882,active,,2018-01-31
P_04774575,active,,2018-01-31
P_01458591,active,,2018-01-31
P_08424728,cancelled,2018-01-31,2018-01-31
P_05468216,active,,2018-01-31
P_09688008,active,,2018-01-31
P_02531568,active,,2018-01-31
P_06445972,active,,2018-01-31
P_06022377,cancelled,2017-07-31,2018-01-31
P_00541778,active,,2018-01-31
P_05330528,cancelled,2017-03-31,2018-01-31
P_05765384,active,,2018-01-31
P_02931805,cancelled,2017-03-31,2018-01-31
P_00018905,active,,2018-01-31
P_08325717,active,,2018-01-31
P_01746618,active,,2018-01-31
P_03014164,active,,2018-01-31
P_02035215,active,,2018-01-31
P_02513292,active,,2018-01-31
P_02054353,active,,2018-01-31
P_05019650,active,,2018-01-31
P_04500477,active,,2018-01-31
P_05984409,active,,2018-01-31
P_03669094,active,,2018-01-31
P_07684053,cancelled,2017-08-31,2018-01-31
P_08573838,active,,2018-01-31
P_02671434,active,,2018-01-31
P_05609763,active,,2018-01-31
P_07143531,active,,2018-01-31
P_00965450,active,,2018-01-31
P_02372522,active,,2018-01-31
P_01776472,active,,2018-01-31
P_00902864,active,,2018-01-31
P_05007781,active,,2018-01-31
P_01115902,active,,2018-01-31
P_01103930,active,,2018-01-31
P_07281144,active,,2018-01-31
P_06217924,active,,2018-01-31
P_03403411,active,,2018-01-31
P_07057803,active,,2018-01-31
P_03596528,active,,2018-01-31
P_06259279,active,,2018-01-31
P_04602875,active,,2018-01-31
P_04922713,active,,2018-01-31
P_06400807,active,,2018-01-31
P_02629987,active,,2018-01-31
P_07094191,active,,2018-01-31
P_06123704,active,,2018-01-31
P_00398336,active,,2018-01-31
P_05757009,active,,2018-01-31
P_05802372,active,,2018-01-31
P_08630518,active,,2018-01-31
P_00128688,active,,2018-01-31
P_09988308,cancelled,2018-01-31,2018-01-31
P_09732756,active,,2018-01-31
P_01195232,cancelled,2017-11-30,2018-01-31
P_06736252,cancelled,2017-08-31,2018-01-31
P_09974651,cancelled,2017-10-31,2018-01-31
P_07657833,active,,2018-01-31
P_05098552,active,,2018-01-31
P_03535854,active,,2018-01-31
P_08529377,active,,2018-01-31
P_08552883,active,,2018-01-31
P_00034833,active,,2018-01-31
P_09269649,cancelled,2017-12-31,2018-01-31
P_00083528,cancelled,,2018-01-31
P_02748057,active,,2018-01-31
P_08244644,active,,2018-01-31
P_04382313,active,,2018-01-31
P_02728349,active,,2018-01-31
P_02288944,active,,2018-01-31
P_04922031,active,,2018-01-31
P_09802563,cancelled,2017-10-31,2018-01-31
P_09151923,active,,2018-01-31
P_04237233,cancelled,2017-07-31,2018-01-31
P_07966773,active,,2018-01-31
P_03155242,active,,2018-01-31
P_03725296,active,,2018-01-31
P_00225200,active,,2018-01-31
P_03009031,active,,2018-01-31
P_01401946,active,,2018-01-31
P_05325252,active,,2018-01-31
P_07727234,cancelled,2017-12-31,2018-01-31
P_01242448,active,,2018-01-31
P_00834085,cancelled,2017-08-31,2018-01-31
P_00986333,active,,2018-01-31
P_07982530,active,,2018-01-31
P_03321571,active,,2018-01-31
P_06573890,active,,2018-01-31
P_04822380,active,,2018-01-31
P_03019526,active,,2018-01-31
P_08522912,active,,2018-01-31
P_07983126,active,,2018-01-31
P_04392559,active,,2018-01-31
P_03856224,active,,2018-01-31
P_02769824,active,,2018-01-31
P_06270075,active,,2018-01-31
P_08532034,active,,2018-01-31
P_01899510,active,,2018-01-31
P_02273116,active,,2018-01-31
P_07160051,active,,2018-01-31
P_07766161,active,,2018-01-31
P_02679482,active,,2018-01-31
P_07532326,active,,2018-01-31
P_09010726,active,,2018-01-31
P_05278341,active,,2018-01-31
P_08242339,active,,2018-01-31
P_05625497,active,,2018-01-31
P_07533733,active,,2018-01-31
P_05346393,active,,2018-01-31
P_06707662,active,,2018-01-31
P_06034477,cancelled,2017-07-31,2018-01-31
P_06361838,active,,2018-01-31
P_09103744,active,,2018-01-31
P_01562168,active,,2018-01-31
P_07195949,active,,2018-01-31
P_04661896,active,,2018-01-31
P_04574490,active,,2018-01-31
P_07388669,active,,2018-01-31
P_08318768,active,,2018-01-31
P_07775918,active,,2018-01-31
P_05720098,active,,2018-01-31
P_02022519,active,,2018-01-31
P_09068252,active,,2018-01-31
P_01723248,cancelled,2017-06-30,2018-01-31
P_06216603,active,,2018-01-31
P_05171848,cancelled,2017-08-31,2018-01-31
P_00798434,active,,2018-01-31
P_06529201,active,,2018-01-31
P_01400522,active,,2018-01-31
P_05360411,active,,2018-01-31
P_00549837,active,,2018-01-31
P_05221228,cancelled,2017-08-31,2018-01-31
P_01589245,cancelled,2017-05-31,2018-01-31
P_05724915,active,,2018-01-31
P_00957715,active,,2018-01-31
P_08600423,active,,2018-01-31
P_04449541,active,,2018-01-31
P_06979074,active,,2018-01-31
P_09670662,active,,2018-01-31
P_06520695,cancelled,2017-12-31,2018-01-31
P_08639779,active,,2018-01-31
P_09380633,cancelled,2017-02-28,2018-01-31
P_04541780,active,,2018-01-31
P_04195311,active,,2018-01-31
P_00387749,active,,2018-01-31
P_04921340,cancelled,2017-08-31,2018-01-31
P_06075860,active,,2018-01-31
P_02950770,active,,2018-01-31
P_01842496,active,,2018-01-31
P_05245925,active,,2018-01-31
P_06460865,active,,2018-01-31
P_07092048,active,,2018-01-31
P_09535744,active,,2018-01-31
P_09573624,active,,2018-01-31
P_06547159,active,,2018-01-31
P_06668895,active,,2018-01-31
P_08004815,active,,2018-01-31
P_06390991,active,,2018-01-31
P_00973461,active,,2018-01-31
P_07988549,cancelled,2017-12-31,2018-01-31
P_09715896,active,,2018-01-31
P_01969826,cancelled,2017-08-31,2018-01-31
P_06745965,active,,2018-01-31
P_01154275,active,,2018-01-31
P_03469399,cancelled,2017-12-31,2018-01-31
P_04865835,cancelled,2017-10-31,2018-01-31
P_07778237,active,,2018-01-31
P_02634005,active,,2018-01-31
P_02443907,active,,2018-01-31
P_02717439,active,,2018-01-31
P_09119541,active,,2018-01-31
P_08357363,cancelled,2017-05-31,2018-01-31
P_07780515,active,,2018-01-31
P_04844181,active,,2018-01-31
P_02172681,active,,2018-01-31
P_02083501,active,,2018-01-31
P_02757884,active,,2018-01-31
P_07717557,active,,2018-01-31
P_00862505,active,,2018-01-31
P_00502308,active,,2018-01-31
P_01236103,active,,2018-01-31
P_04294429,active,,2018-01-31
P_02111970,cancelled,2017-12-31,2018-01-31
P_09704187,active,,2018-01-31
P_05651290,active,,2018-01-31
P_00063290,active,,2018-01-31
P_06891667,active,,2018-01-31
P_07565071,active,,2018-01-31
P_08845828,cancelled,2017-05-31,2018-01-31
P_05835079,active,,2018-01-31
P_09431050,active,,2018-01-31
P_03281653,active,,2018-01-31
P_04548498,active,,2018-01-31
P_07274120,cancelled,2018-01-31,2018-01-31
P_05934232,active,,2018-01-31
P_06891811,active,,2018-01-31
P_07288846,cancelled,2017-07-31,2018-01-31
P_09740283,cancelled,2017-07-31,2018-01-31
P_00588511,active,,2018-01-31
P_05465066,cancelled,2017-08-31,2018-01-31
P_00274606,cancelled,2017-04-30,2018-01-31
P_04053562,active,,2018-01-31
P_06028902,active,,2018-01-31
P_09048484,active,,2018-01-31
P_00445958,active,,2018-01-31
P_02403774,active,,2018-01-31
P_03078124,active,,2018-01-31
P_08291693,active,,2018-01-31
P_03931629,active,,2018-01-31
P_02488115,active,,2018-01-31
P_07665564,active,,2018-01-31
P_07056423,active,,2018-01-31
P_02186452,active,,2018-01-31
P_02548306,active,,2018-01-31
P_09820187,active,,2018-01-31
P_08562786,active,,2018-01-31
P_03541976,active,,2018-01-31
P_07324855,active,,2018-01-31
P_03222773,cancelled,2017-09-30,2018-01-31
P_00409123,active,,2018-01-31
P_08066372,active,,2018-01-31
P_07953542,active,,2018-01-31
P_04365849,active,,2018-01-31
P_00739056,active,,2018-01-31
P_00164306,active,,2018-01-31
P_05269563,active,,2018-01-31
P_08537228,active,,2018-01-31
P_00190141,active,,2018-01-31
P_08754086,active,,2018-01-31
P_06216491,active,,2018-01-31
P_09557655,active,,2018-01-31
P_00817759,active,,2018-01-31
P_07912161,active,,2018-01-31
P_08969272,active,,2018-01-31
P_06389668,cancelled,2017-11-30,2018-01-31
P_05754978,active,,2018-01-31
P_06571757,active,,2018-01-31
P_08831042,active,,2018-01-31
P_07104536,cancelled,2017-10-31,2018-01-31
P_04807825,active,,2018-01-31
P_01178506,cancelled,2017-10-31,2018-01-31
P_01923693,active,,2018-01-31
P_02411756,active,,2018-01-31
P_05987151,active,,2018-01-31
P_07828318,active,,2018-01-31
